name,stream_url,homepage,country,language,tags,codec,bitrate
3KND - Melbourne - 1503 AM (MP3),http://playerservices.streamtheworld.com/api/livestream-redirect/3KND.mp3,https://www.3knd.org.au/,Australia,english,"community radio,indigenous,miscellaneous",MP3,128
"3MBS - Melbourne, 103.5 MHz FM",https://playerservices.streamtheworld.com/api/livestream-redirect/3MBS.mp3,https://3mbs.org.au/,Australia,english,classical,MP3,128
"3MBS - Melbourne, 103.5 MHz FM",http://playerservices.streamtheworld.com/api/livestream-redirect/3MBS_DAB,https://3mbs.org.au/,Australia,,classical,FLV,0
3MGB Wilderness Radio - Mallacoota / Genoa - 101.7 FM / 96.9 FM (AAC+),http://playerservices.streamtheworld.com/api/livestream-redirect/3MGBAAC.aac,https://www.3mgb.org.au/,Australia,english,"community radio,miscellaneous",AAC+,128
3MGB Wilderness Radio - Mallacoota / Genoa - 101.7 FM / 96.9 FM (MP3),http://playerservices.streamtheworld.com/api/livestream-redirect/3MGB.mp3,https://www.3mgb.org.au/,Australia,english,"community radio,miscellaneous",MP3,128
3MP - Melbourne - 1377 AM,http://worldradio.online/proxy/?q=http://wz3liw.scahw.com.au/live/3mp_128.stream/playlist.m3u8,https://3mp.com.au/,Australia,english,"commercial,easy listening",UNKNOWN,0
3MP - Melbourne - 1377 AM,http://wz3liw.scahw.com.au/live/3mp_128.stream/playlist.m3u8,https://3mp.com.au/,Australia,english,"commercial,easy listening",AAC,130
3NE - Wangaratta - 1566 AM,https://wz3liw.scahw.com.au/live/3ne_128.stream/playlist.m3u8,https://3ne.com.au/,Australia,english,"adult contemporary,commercial",AAC+,129
3NE - Wangaratta - 1566 AM,http://worldradio.online/proxy/?q=http://wz3liw.scahw.com.au/live/3ne_128.stream/playlist.m3u8,https://3ne.com.au/,Australia,english,"adult contemporary,commercial",UNKNOWN,0
3NE - Wangaratta - 1566 AM (HTTP),http://wz3liw.scahw.com.au/live/3ne_128.stream/playlist.m3u8,https://3ne.com.au/,Australia,english,"adult contemporary,commercial",AAC+,129
"3RRR ""Triple R"" 102.7 FM Melbourne, VIC (low bitrate live stream)",http://ondemand.rrr.org.au/stream/ws-lq.m3u,http://www.rrr.org.au/,Australia,english,"community radio,indie,low bandwidth",AAC,0
"3SER - Casey Radio - Casey, Melbourne - 97.7 FM (AAC)",http://s3.radio.co/s8f8288fe9/low,https://www.caseyradio.com.au/,Australia,english,community radio,AAC,64
3SH - Swan Hill - 1332 AM,http://worldradio.online/proxy/?q=http://wz3liw.scahw.com.au/live/3sh_128.stream/playlist.m3u8,https://3sh.com.au/,Australia,english,"commercial,music,news,talk",UNKNOWN,0
3SH - Swan Hill - 1332 AM,http://wz3liw.scahw.com.au/live/3sh_128.stream/playlist.m3u8,https://3sh.com.au/,Australia,english,"commercial,music,news,talk",AAC,130
"3WBC - Box Hill, Melbourne - 94.1 FM (AAC+)",https://stream.tcom.net.au/3wbc,https://www.3wbc.org.au/,Australia,english,"community radio,local,public radio",AAC+,56
3WM - Horsham - 1089 AM,http://wz3liw.scahw.com.au/live/3wm_128.stream/playlist.m3u8,https://3wm.com.au/,Australia,english,"commercial,music,news,talk",AAC,130
3WM - Horsham - 1089 AM,http://worldradio.online/proxy/?q=http://wz3liw.scahw.com.au/live/3wm_128.stream/playlist.m3u8,https://3wm.com.au/,Australia,english,"commercial,music,news,talk",UNKNOWN,0
3YB FM - Warrnambool - 94.5 FM,http://wz3liw.scahw.com.au/live/3yb_128.stream/playlist.m3u8,https://3ybfm.com.au/,Australia,english,"adult contemporary,news,sports,talk",AAC+,65
3YB FM - Warrnambool - 94.5 FM,http://worldradio.online/proxy/?q=http://wz3liw.scahw.com.au/live/3yb_128.stream/playlist.m3u8,https://3ybfm.com.au/,Australia,english,"adult contemporary,commercial,news,sport,talk",UNKNOWN,0
3ZZZ - Melbourne - 92.3 FM (AAC+),http://playerservices.streamtheworld.com/api/livestream-redirect/3ZZZAAC.aac,https://www.3zzz.com.au/,Australia,,"multilingual,talk",AAC+,128
3ZZZ - Melbourne - 92.3 FM (MP3),http://playerservices.streamtheworld.com/api/livestream-redirect/3ZZZ.mp3,https://www.3zzz.com.au/,Australia,,"multilingual,talk",MP3,128
4BC - Brisbane - 882 AM (MP3),http://playerservices.streamtheworld.com/api/livestream-redirect/4BC.mp3,https://www.4bc.com.au/,Australia,english,"news,talk radio",MP3,96
4BH - Brisbane - 1116 AM,http://worldradio.online/proxy/?q=http://wz4liw.scahw.com.au/live/4bh_128.stream/playlist.m3u8,https://www.4bh.com.au/,Australia,english,"classic hits,commercial,oldies",UNKNOWN,0
4BH - Brisbane - 1116 AM,http://wz4liw.scahw.com.au/live/4bh_128.stream/playlist.m3u8,https://www.4bh.com.au/,Australia,english,"classic hits,oldies",AAC,130
